"accountHolderID","bankAccount","investiment","customerStability","overdraftLimit","multipleChannel","serviceLoan","bankGuarantee","contract","paymentMethod","monthlyCharges","totalCharges","churn"
"1251-KRREG","PF","Não","2","Sim","Sim","Website","0","Semestral","PIX","54.4","114.1","Sim"
"0621-JFHOL","PJ","Não","10","Sim","Somente telefone","Website","0","Duas vezes ao ano","PIX","199.654","299.05","Não"
"9903-LYSAB","PF","Sim","18","Sim","Sim","Mesa","0","Semestral","Débito automático","73.15","1305.95","Não"
"0094-OIFMO","PJ","Não","11","Sim","Não","Mesa","1","Semestral","Débito automático","129.753","1120.3","Sim"
"9227-UAQFT","PF","Não","16","Não","Não","Não","0","Duas vezes ao ano","PIX","19.75","284.35","Não"
"7301-ABVAD","PJ","Não","72","Não","Sim","Website","1","Duas vezes ao ano","Transferência bancária","204.822","6350.5","Não"
"6614-FHDBO","PF","Não","72","Não","Sim","Mesa","0","Duas vezes ao ano","Transferência bancária","109.2","7878.3","Não"
"7576-ASEJU","PJ","Sim","41","Sim","Não","Website","1","Uma vez ao ano","Boleto","113.255","3187.65","Não"
"9058-HRZSV","PJ","Sim","65","Não","Não","Mesa","1","Semestral","Débito automático","320.655","6126.15","Não"
"4522-AKYLR","PJ","Não","13","Sim","Não","Website","1","Semestral","Débito automático","655.244","731.3","Não"
"0221-WMXNQ","PF","Não","4","Não","Não","Mesa","1","Semestral","Débito automático","75.35","273.4","Não"
"0303-UNCIP","PF","Não","41","Não","Sim","Website","0","Uma vez ao ano","PIX","65","2531.8","Não"
"9947-OTFQU","PF","Não","15","Sim","Não","Mesa","1","Semestral","Débito automático","74.4","1074.3","Sim"
"0322-YINQP","PF","Não","1","Sim","Não","Website","0","Semestral","PIX","48.55","48.55","Sim"
"0959-WHOKV","PF","Não","42","Sim","Sim","Mesa","0","Uma vez ao ano","Débito automático","99","4298.45","Não"
"4075-JFPGR","PJ","Sim","51","Sim","Não","Mesa","1","Uma vez ao ano","Débito automático","690.056","4619.55","Não"
"4629-NRXKX","PJ","Sim","2","Não","Não","Mesa","1","Semestral","Débito automático","259.922","147.15","Sim"
"9514-JDSKI","PF","Sim","1","Não","Somente telefone","Website","1","Semestral","Débito automático","40.2","40.2","Sim"
"3282-ZISZV","PF","Não","32","Não","Sim","Website","0","Uma vez ao ano","Boleto","83.7","2633.3","Não"
"3675-YDUPJ","PF","Não","10","Sim","Não","Não","0","Semestral","PIX","19.85","193.05","Não"
"4111-BNXIF","PJ","Sim","67","Sim","Somente telefone","Website","0","Duas vezes ao ano","Débito automático","155.311","4103.9","Não"
"7017-VFHAY","PJ","Sim","61","Não","Sim","Mesa","1","Duas vezes ao ano","Boleto","164.711","7008.15","Não"
"6655-LHBYW","PF","Não","50","Não","Sim","Mesa","0","Uma vez ao ano","Boleto","114.35","5791.1","Não"
"4959-JOSRX","PJ","Sim","2","Sim","Não","Website","1","Semestral","Boleto","196.351","80.55","Sim"
"5046-NUHWD","PJ","Sim","29","Sim","Somente telefone","Website","0","Semestral","Débito automático","166.151","1228.65","Não"
"7273-TEFQD","PF","Não","3","Sim","Somente telefone","Website","1","Semestral","Débito automático","41.15","132.2","Sim"
"3606-TWKGI","PF","Não","13","Sim","Sim","Mesa","1","Semestral","Débito automático","106.9","1364.3","Sim"
"7529-ZDFXI","PF","Sim","57","Sim","Sim","Mesa","1","Semestral","Débito automático","89.85","4925.35","Não"
"7605-BDWDC","PJ","Não","31","Sim","Somente telefone","Website","0","Duas vezes ao ano","Transferência bancária","49.85","7895.151","Não"
"1950-KSVVJ","PJ","Sim","45","Não","Sim","Mesa","1","Uma vez ao ano","PIX","113.3","1022.955","Não"
"0123-CRBRT","PJ","Sim","61","Não","Sim","Website","1","Duas vezes ao ano","PIX","88.1","5283.567","Não"
"6292-TOSSS","PF","Não","50","Não","Sim","Não","0","Duas vezes ao ano","Transferência bancária","24.9","1195.25","Não"
"3197-ARFOY","PJ","Não","19","Sim","Não","Mesa","1","Semestral","PIX","105","1329.853","Não"
"6323-AYBRX","PF","Não","59","Não","Não","Não","0","Duas vezes ao ano","PIX","19.35","1099.6","Sim"
"7014-ZZXAW","PJ","Sim","71","Sim","Sim","Não","0","Duas vezes ao ano","Boleto","24.25","6425.65","Não"
"4385-GZQXV","PJ","Não","16","Sim","Não","Mesa","1","Semestral","Débito automático","94.45","1329.853","Sim"
"7633-MVPUY","PF","Sim","57","Sim","Não","Website","0","Duas vezes ao ano","Débito automático","59.75","3450.15","Não"
"6366-ZGQGL","PF","Não","1","Não","Somente telefone","Website","0","Semestral","Transferência bancária","24.8","24.8","Sim"
"4716-HHKQH","PF","Sim","20","Não","Sim","Mesa","1","Semestral","Débito automático","107.05","2172.05","Não"
"5940-AHUHD","PF","Não","1","Não","Não","Mesa","0","Semestral","PIX","70.6","70.6","Sim"
"6432-TWQLB","PF","Sim","5","Sim","Sim","Mesa","0","Semestral","Débito automático","85.4","401.1","Sim"
"4484-GLZOU","PJ","Sim","52","Sim","Sim","Mesa","1","Semestral","Débito automático","105.05","1151.656","Sim"
"3179-GBRWV","PF","Sim","21","Sim","Não","Website","1","Semestral","Transferência bancária","64.95","1339.8","Não"
"8645-KWHJO","PF","Não","14","Sim","Somente telefone","Website","0","Semestral","Débito automático","55","771.95","Não"
"4130-MZLCC","PJ","Não","5","Não","Não","Website","1","Semestral","Transferência bancária","50.55","1820.511","Não"
"0314-TKOSI","PJ","Não","6","Não","Não","Website","1","Semestral","PIX","55.15","1301.911","Não"
"8229-MYEJZ","PJ","Não","10","Não","Não","Website","1","Semestral","Débito automático","51.2","7895.151","Não"
"2080-SRCDE","PJ","Não","1","Não","Sim","Não","0","Semestral","PIX","25.4","1022.955","Não"
"9577-WJVCQ","PJ","Não","68","Não","Sim","Website","1","Semestral","PIX","54.45","3687.75","Não"
"9512-UIBFX","PF","Sim","18","Não","Não","Mesa","0","Semestral","PIX","95.15","1779.95","Sim"
"6202-DYYFX","PJ","Não","22","Sim","Sim","Mesa","1","Uma vez ao ano","Boleto","76","1783.6","Não"
"3808-HFKDE","PJ","Não","20","Sim","Não","Website","1","Semestral","Débito automático","44.35","927.15","Não"
"5583-SXDAG","PF","Sim","1","Não","Não","Mesa","0","Semestral","Débito automático","70","70","Sim"
"3488-PGMQJ","PF","Não","8","Sim","Não","Mesa","1","Semestral","Débito automático","74.5","606.55","Sim"
"3580-REOAC","PF","Não","10","Sim","Não","Website","0","Semestral","Boleto","44.85","435.4","Sim"
"7534-BFESC","PF","Não","24","Sim","Sim","Mesa","1","Semestral","Débito automático","76.1","1712.7","Sim"
"3727-OWVYD","PF","Não","35","Não","Não","Website","0","Uma vez ao ano","PIX","61.2","2021.2","Não"
"2294-SALNE","PF","Sim","23","Não","Não","Mesa","0","Uma vez ao ano","PIX","86.8","1940.8","Não"
"4847-TAJYI","PJ","Não","6","Sim","Não","Mesa","1","Semestral","Débito automático","89.35","567.8","Não"
"1563-IWQEX","PJ","Não","12","Não","Não","Não","0","Semestral","PIX","19.7","220.35","Não"
"8203-XJZRC","PF","Não","1","Não","Não","Não","0","Semestral","PIX","20.25","20.25","Não"
"6556-DBKZF","PJ","Sim","71","Não","Não","Mesa","1","Duas vezes ao ano","Débito automático","76.05","5436.45","Não"
"6851-WEFYX","PF","Sim","35","Sim","Sim","Mesa","1","Semestral","Débito automático","100.8","3437.5","Não"
"2985-JUUBZ","PF","Sim","40","Sim","Sim","Website","0","Semestral","Débito automático","74.55","3015.75","Não"
"6390-DSAZX","PJ","Não","1","Sim","Não","Mesa","1","Semestral","PIX","73.6","73.6","Sim"
"0895-LMRSF","PF","Não","23","Sim","Não","Website","0","Uma vez ao ano","Transferência bancária","64.9","1509.8","Não"
"8098-LLAZX","PJ","Não","4","Sim","Sim","Mesa","1","Semestral","Débito automático","95.45","396.1","Sim"
"8266-VBFQL","PF","Não","4","Sim","Não","Mesa","0","Semestral","Débito automático","90.4","356.65","Não"
"8181-YHCMF","PJ","Sim","68","Não","Somente telefone","Website","0","Duas vezes ao ano","Boleto","60.3","4109","Não"
"2240-HSJQD","PF","Não","38","Sim","Sim","Mesa","0","Semestral","PIX","81.85","3141.7","Não"
"1248-DYXUB","PF","Sim","52","Não","Sim","Não","0","Duas vezes ao ano","PIX","24.8","1229.1","Não"
"0265-EDXBD","PF","Sim","32","Sim","Sim","Mesa","1","Semestral","Débito automático","74.9","2303.35","Sim"
"4115-BNPJY","PF","Sim","29","Não","Não","Website","0","Duas vezes ao ano","PIX","75.55","2054.4","Não"
"3167-SNQPL","PF","Sim","38","Não","Sim","Mesa","1","Semestral","Débito automático","101.15","3741.85","Não"
"4091-TVOCN","PF","Não","48","Sim","Sim","Website","0","Uma vez ao ano","Boleto","78.75","3682.45","Não"
"1098-TDVUQ","PJ","Não","1","Sim","Não","Não","0","Semestral","Transferência bancária","19.25","19.25","Não"
"7277-OZCGZ","PJ","Não","22","Sim","Não","Mesa","1","Semestral","Débito automático","89.05","1886.25","Não"
"1557-EMYVT","PJ","Não","43","Não","Sim","Mesa","1","Duas vezes ao ano","Boleto","115.05","4895.1","Não"
"2799-ARNLO","PJ","Sim","5","Sim","Não","Mesa","1","Semestral","Débito automático","69.35","341.6","Não"
"7563-BIUPC","PF","Não","5","Sim","Não","Mesa","0","Semestral","Débito automático","80.6","415.55","Sim"
"5027-YOCXN","PF","Sim","51","Não","Sim","Mesa","0","Uma vez ao ano","Boleto","110.05","5686.4","Não"
"3973-SKMLN","PF","Não","71","Sim","Não","Não","0","Duas vezes ao ano","Boleto","19.9","1355.1","Não"
"2321-OMBXY","PJ","Sim","38","Não","Não","Website","1","Uma vez ao ano","Boleto","80.3","3058.65","Sim"
"2840-XANRC","PF","Sim","24","Sim","Não","Mesa","1","Semestral","Débito automático","93.15","2231.05","Sim"
"6745-JEFZB","PF","Sim","35","Sim","Sim","Mesa","0","Semestral","Boleto","91.5","3236.35","Não"
"5020-ZSTTY","PJ","Não","54","Não","Sim","Website","1","Uma vez ao ano","Transferência bancária","82.45","4350.1","Sim"
"9880-TDQAC","PJ","Sim","72","Sim","Somente telefone","Website","0","Duas vezes ao ano","Débito automático","60","4264","Não"
"8705-WZCYL","PF","Não","1","Sim","Não","Website","0","Semestral","Débito automático","44.8","44.8","Não"
"7102-JJVTX","PJ","Sim","9","Não","Não","Website","1","Uma vez ao ano","PIX","48.6","422.3","Não"
"8626-PTQGE","PF","Não","69","Sim","Somente telefone","Website","0","Duas vezes ao ano","Transferência bancária","60.05","4176.7","Não"
"4983-CLMLV","PJ","Sim","52","Sim","Sim","Mesa","1","Semestral","Boleto","102.7","5138.1","Não"
"5701-YVSVF","PJ","Sim","11","Sim","Não","Mesa","1","Semestral","Débito automático","82.9","880.05","Não"
"5804-LEPIM","PJ","Não","2","Sim","Não","Mesa","1","Semestral","Débito automático","70.35","139.05","Sim"
"5697-GOMBF","PJ","Sim","28","Sim","Somente telefone","Website","0","Semestral","Débito automático","35.9","973.65","Não"
"2739-CACDQ","PJ","Não","17","Sim","Sim","Mesa","1","Semestral","Boleto","82.65","1470.05","Não"
"9385-EHGDO","PJ","Sim","35","Sim","Não","Não","0","Duas vezes ao ano","PIX","19.85","739.35","Não"
"9498-FIMXL","PJ","Não","8","Sim","Não","Não","0","Uma vez ao ano","PIX","19.2","161.95","Não"
"2379-GYFLQ","PF","Não","46","Sim","Sim","Mesa","0","Uma vez ao ano","Boleto","94.9","4422.95","Não"
"0122-OAHPZ","PJ","Não","7","Sim","Sim","Mesa","1","Semestral","Débito automático","204.822","511.25","Sim"
"2868-SNELZ","PJ","Não","2","Não","Sim","Mesa","1","Semestral","PIX","113.255","155.8","Sim"
"4322-RCYMT","PF","Sim","68","Sim","Sim","Website","0","Uma vez ao ano","Transferência bancária","75.8","5293.95","Sim"
"6680-NENYN","PJ","Não","43","Sim","Sim","Mesa","1","Duas vezes ao ano","Débito automático","320.655","4759.85","Sim"
"2088-IEBAU","PJ","Não","68","Sim","Sim","Website","1","Duas vezes ao ano","Débito automático","655.244","6148.45","Não"
"7982-VCELR","PJ","Não","36","Sim","Não","Mesa","1","Semestral","Boleto","690.056","3565.65","Não"
"1343-EHPYB","PF","Sim","63","Sim","Sim","Mesa","0","Semestral","Débito automático","103.4","6603","Sim"
"6035-BXTTY","PJ","Não","32","Não","Não","Website","1","Semestral","Transferência bancária","259.922","1830.1","Não"
"6885-PKOAM","PJ","Sim","71","Não","Sim","Website","1","Duas vezes ao ano","Boleto","155.311","6223.8","Não"
"7520-HQWJU","PJ","Sim","66","Sim","Sim","Website","1","Semestral","Transferência bancária","164.711","4508.65","Não"
"9639-BUJXT","PF","Não","63","Não","Não","Não","0","Uma vez ao ano","PIX","20.5","1328.15","Não"
"5924-SNGKP","PJ","Não","41","Sim","Não","Não","0","Uma vez ao ano","Boleto","196.351","865","Não"
"0021-IKXGC","PJ","Não","1","Sim","Sim","Mesa","1","Semestral","Débito automático","166.151","72.1","Não"
"2034-GDRCN","PJ","Não","2","Sim","Não","Mesa","1","Semestral","Débito automático","199.911","168.2","Sim"
"8966-SNIZF","PJ","Sim","70","Não","Não","Não","0","Duas vezes ao ano","Transferência bancária","714.811","1303.5","Não"
"6243-OZGFH","PJ","Não","23","Sim","Somente telefone","Website","0","Semestral","Débito automático","44.95","996.85","Não"
"4654-DLAMQ","PJ","Sim","64","Não","Não","Mesa","1","Uma vez ao ano","Transferência bancária","97","6430.9","Não"
"0513-RBGPE","PF","Sim","37","Sim","Sim","Website","0","Duas vezes ao ano","Boleto","62.8","2278.75","Não"
"5160-UXJED","PF","Não","17","Não","Não","Website","0","Uma vez ao ano","PIX","44.6","681.4","Não"
"4115-NZRKS","PJ","Não","7","Sim","Não","Mesa","1","Semestral","Débito automático","89.15","574.35","Não"
"0219-YTZUE","PF","Sim","4","Sim","Sim","Mesa","0","Semestral","Transferência bancária","84.8","371.9","Sim"
"0623-IIHUG","PJ","Não","21","Sim","Somente telefone","Website","0","Semestral","Débito automático","41.9","840.1","Sim"
"4572-DVCGN","PJ","Não","10","Sim","Não","Mesa","1","Semestral","Transferência bancária","80.25","846","Sim"
"3351-NGXYI","PJ","Não","16","Sim","Sim","Website","1","Semestral","Débito automático","54.1","889","Não"
"8984-EYLLL","PF","Sim","64","Sim","Sim","Mesa","0","Duas vezes ao ano","Débito automático","105.25","6823.4","Não"
"9057-MSWCO","PF","Sim","27","Não","Somente telefone","Website","1","Semestral","Boleto","30.75","805.1","Sim"
"9833-TGFHX","PF","Sim","42","Não","Sim","Mesa","0","Uma vez ao ano","Débito automático","97.1","4016.75","Não"
"9294-TDIPC","PF","Não","5","Não","Não","Não","0","Semestral","PIX","20.2","83.75","Não"
"5229-DTFYB","PJ","Não","41","Sim","Não","Mesa","1","Duas vezes ao ano","Transferência bancária","98.8","3959.15","Não"
"0104-PPXDV","PF","Sim","58","Não","Não","Website","0","Uma vez ao ano","Boleto","50.3","2878.55","Não"
"5176-LMJXE","PJ","Não","47","Sim","Não","Não","0","Duas vezes ao ano","PIX","20.55","945.7","Não"
"3583-KRKMD","PF","Não","18","Sim","Não","Mesa","0","Semestral","Transferência bancária","75.9","1373.05","Não"
"1010-DIAUQ","PF","Não","5","Não","Não","Mesa","0","Semestral","Transferência bancária","96.5","492.55","Sim"
"9069-LGEUL","PF","Sim","23","Sim","Não","Website","0","Semestral","Transferência bancária","59.95","1406","Não"
"7302-ZHMHP","PJ","Não","1","Não","Não","Não","0","Semestral","PIX","19.15","19.15","Não"
"9571-EDEBV","PF","Sim","71","Sim","Sim","Mesa","0","Uma vez ao ano","Boleto","98.65","6962.85","Não"
"3520-FJGCV","PF","Sim","72","Sim","Sim","Mesa","0","Duas vezes ao ano","Boleto","112.6","8126.65","Não"
"6563-VRERX","PF","Sim","33","Não","Não","Não","0","Uma vez ao ano","PIX","20.6","690.25","Não"
"0259-GBZSH","PF","Não","2","Sim","Sim","Mesa","0","Semestral","Débito automático","85.65","181.5","Sim"
"6122-EFVKN","PF","Não","24","Não","Somente telefone","Website","0","Duas vezes ao ano","PIX","35.75","830.8","Não"
"2805-EDJPQ","PJ","Sim","56","Sim","Sim","Mesa","1","Uma vez ao ano","Boleto","99.75","5608.4","Não"
"6862-CQUMB","PF","Não","37","Sim","Não","Mesa","0","Semestral","Boleto","96.1","3646.8","Não"
"7156-MXBJE","PJ","Não","43","Não","Sim","Website","1","Uma vez ao ano","Boleto","85.1","3662.25","Não"
"6158-HDPXZ","PF","Não","1","Não","Somente telefone","Website","0","Semestral","PIX","25.35","25.35","Não"
"9601-BRXPO","PJ","Sim","25","Sim","Sim","Mesa","1","Semestral","Transferência bancária","104.95","2566.5","Sim"
"2863-IMQDR","PJ","Não","61","Não","Sim","Website","1","Duas vezes ao ano","Débito automático","89.65","5308.7","Não"
"5686-CMAWK","PF","Não","17","Não","Sim","Mesa","0","Uma vez ao ano","Débito automático","86.75","1410.25","Não"
"5651-CRHKQ","PJ","Sim","41","Sim","Não","Mesa","1","Uma vez ao ano","Transferência bancária","86.2","3339.05","Não"
"6905-NIQIN","PF","Não","1","Não","Não","Website","0","Semestral","PIX","50.65","50.65","Sim"
"8204-YJCLA","PF","Sim","72","Sim","Somente telefone","Website","1","Duas vezes ao ano","Transferência bancária","64.8","4732.35","Não"
"5167-ZFFMM","PF","Não","1","Sim","Sim","Mesa","0","Semestral","Boleto","90.85","90.85","Sim"
"6583-SZVGP","PF","Não","48","Sim","Sim","Mesa","0","Duas vezes ao ano","Transferência bancária","108.1","5067.45","Não"
"4895-TMWIR","PF","Sim","11","Não","Não","Não","1","Semestral","PIX","19.95","214.75","Sim"
"0533-BNWKF","PJ","Sim","55","Sim","Sim","Mesa","1","Semestral","Débito automático","204.822","4874.7","Sim"
"1708-PBBOA","PJ","Não","42","Sim","Somente telefone","Website","0","Uma vez ao ano","Débito automático","113.255","2348.45","Não"
"8782-LKFPK","PF","Não","44","Sim","Sim","Mesa","0","Semestral","PIX","90.4","4063","Não"
"5522-JBWMO","PF","Não","1","Não","Não","Website","0","Semestral","Débito automático","44","44","Não"
"3597-MVHJT","PJ","Não","27","Sim","Sim","Mesa","1","Semestral","Transferência bancária","320.655","2595.25","Não"
"9774-NRNAU","PF","Sim","27","Sim","Sim","Website","1","Semestral","Transferência bancária","84.8","2309.55","Não"
"0224-RLWWD","PJ","Não","2","Sim","Não","Website","1","Semestral","Débito automático","655.244","89.3","Não"
"9967-ATRFS","PJ","Não","19","Não","Não","Não","0","Semestral","PIX","690.056","367.55","Não"
"3951-NJCVI","PJ","Sim","42","Sim","Sim","Mesa","1","Semestral","Débito automático","259.922","3944.5","Não"
"2977-CEBSX","PJ","Não","66","Sim","Sim","Website","1","Duas vezes ao ano","Boleto","155.311","5965.95","Não"
"0177-PXBAT","PF","Sim","33","Sim","Sim","Mesa","1","Semestral","Transferência bancária","109.9","3694.7","Não"
"6599-CEBNN","PJ","Não","34","Sim","Não","Mesa","1","Semestral","Boleto","164.711","2524.45","Sim"
"2519-ERQOJ","PF","Não","33","Sim","Somente telefone","Website","1","Semestral","Débito automático","54.6","1803.7","Não"
"5876-QMYLD","PJ","Sim","23","Não","Não","Não","0","Uma vez ao ano","PIX","196.351","415.1","Não"
